years_experience,level,location,current_title,skills,hours_per_week,salary
11.260759987670983,Beginner,Nabeul,Data Scientist,"Python,Kubernetes,React",49,5333.638471663179
4.555272061916375,Intermediate,Sousse,Data Scientist,"SQL,Linux,Java",43,4029.354930868392
12.747176896347025,Intermediate,Tunis,Chef de Projet,"Java,Linux",36,6169.174210726108
0.4632772947655781,Beginner,Remote,Analyste Données,"React,Docker,Python,Java",42,2353.1358036048523
1.0906734731563372,Intermediate,Sousse,Data Scientist,"React,Linux,Docker,Java",37,3331.076413313287
0.23140982843415978,Beginner,Sfax,Data Scientist,"Kubernetes,Python,Machine Learning,Java,SQL",34,3427.266041939879
1.9676604340154342,Intermediate,Nabeul,Analyste Données,"Docker,Machine Learning,Kubernetes,Java,React",41,3733.104550601898
2.460651458971093,Intermediate,Sousse,Technicien Réseau,"Docker,Java,Python,Linux,Kubernetes",42,3363.73154608223
1.5828022160441284,Advanced,Tunis,Analyste Données,"React,Linux,Java,Machine Learning,Python",49,4416.076881912023
8.82278932620467,Intermediate,Sousse,Chef de Projet,"Machine Learning,Docker",43,5034.832510167439
2.2061349976493507,Intermediate,Sfax,Technicien Réseau,"Python,React,Docker",47,3223.6396968126123
1.649014200671246,Beginner,Remote,Ingénieur Logiciel,"Java,Docker,SQL",49,2364.418522291218
3.91203541603873,Beginner,Bizerte,Analyste Données,"React,Machine Learning",33,2606.9156873670536
0.7594907391031442,Intermediate,Kef,Chef de Projet,"Python,SQL,Machine Learning",47,2968.0052389952702
8.102417978873657,Intermediate,Remote,Technicien Réseau,"SQL,Docker,Java,Linux,Machine Learning",36,3408.48711242169
0.38737934405654506,Intermediate,Sousse,Analyste Données,"React,Docker,SQL,Java",44,2893.928395368461
21.6707316979366,Intermediate,Monastir,Data Scientist,"React,SQL",35,6808.991952785508
7.397418881207557,Intermediate,Gabes,Analyste Données,"Linux,React,Docker",45,3525.4765947583
1.1076972025294298,Advanced,Monastir,Ingénieur Logiciel,"SQL,React,Docker",49,3446.166182269528
0.027687101879677375,Advanced,Remote,Analyste Données,"Kubernetes,Docker",37,2349.0840405915187
8.44948388743063,Beginner,Monastir,Technicien Réseau,"SQL,Linux",45,3517.1040342898
6.1354795369352235,Intermediate,Tunis,Technicien Réseau,"Python,Kubernetes",45,3987.132143629816
6.528314543939995,Beginner,Monastir,Analyste Données,"Kubernetes,Docker,Machine Learning,React,Java",32,3465.9870583971483
7.376072630217568,Beginner,Nabeul,Technicien Réseau,"Python,Kubernetes,SQL,Java",46,4026.5940428444683
0.38464632756898176,Expert,Bizerte,Data Scientist,"Python,Docker",38,3892.0118334405697
2.2194633620811626,Beginner,Sousse,Analyste Données,"Java,SQL",32,2427.613010576235
0.6157505230222483,Intermediate,Monastir,Data Scientist,"React,Python,Linux,Machine Learning",49,3527.9828393902267
9.942647858291114,Intermediate,Sfax,Data Scientist,"Python,Kubernetes",36,4935.31226089001
4.8815059585618705,Advanced,Bizerte,Chef de Projet,"React,Machine Learning,Kubernetes,Java",47,4722.041577080525
2.009094006256505,Intermediate,Bizerte,Analyste Données,"React,Kubernetes",41,2739.9731769979057
0.32834032902391447,Beginner,Monastir,Technicien Réseau,"Machine Learning,Python,Linux,Java",48,2351.6687815406863
1.8624417520517687,Intermediate,Bizerte,Data Scientist,"Machine Learning,Linux,Java,React",45,3495.5416272876664
1.9665710659206568,Intermediate,Gabes,Chef de Projet,"Kubernetes,Linux,Python,Docker",46,3380.0472816955225
6.539378919788704,Beginner,Monastir,Analyste Données,"Python,Machine Learning",49,3461.8815132909976
5.0744467946300995,Intermediate,Tunis,Analyste Données,"Java,SQL,Machine Learning",44,3983.829048850528
10.911259562007574,Beginner,Remote,Ingénieur Logiciel,"Docker,Kubernetes,Python,Linux",30,3296.221291914131
3.195330666881549,Beginner,Nabeul,Ingénieur Logiciel,"Machine Learning,Docker,SQL,React",31,3139.739685774324
0.6368619680775095,Intermediate,Kef,Data Scientist,"Docker,Kubernetes,Python",37,2612.9708646022746
6.245631721582997,Beginner,Bizerte,Ingénieur Logiciel,"React,Docker",31,2980.4324729406776
7.151963765384321,Intermediate,Tunis,Data Scientist,"Linux,Machine Learning",48,4946.272014453081
4.119437474429144,Intermediate,Sousse,Technicien Réseau,"Java,Machine Learning",38,3030.7000004479387
7.369449833606822,Advanced,Sousse,Data Scientist,"Java,SQL,Kubernetes",38,5123.645868532602
3.4040736575513897,Beginner,Nabeul,Ingénieur Logiciel,"React,Linux,Machine Learning,Python,Docker",42,3439.9630212992406
3.698394193886335,Beginner,Bizerte,Technicien Réseau,"Kubernetes,Java",35,2321.8777122469055
2.789070969542137,Beginner,Gabes,Ingénieur Logiciel,"Java,Linux,Kubernetes,Machine Learning,Python",44,2743.0603883376702
0.12873886995056866,Intermediate,Nabeul,Data Scientist,"Kubernetes,Python",48,3633.9278225298995
0.5708371759593291,Advanced,Bizerte,Chef de Projet,"SQL,Machine Learning,Kubernetes,React,Linux",44,4079.7033074866235
0.1596684064652691,Beginner,Tunis,Analyste Données,"Kubernetes,Java,React",47,2665.1650949154487
5.0586477546377475,Advanced,Remote,Ingénieur Logiciel,"Kubernetes,Linux",36,3027.0248584743185
1.8869835439754992,Beginner,Gabes,Data Scientist,"SQL,Docker",40,2527.6734086633733
3.5521858856709505,Intermediate,Kef,Technicien Réseau,"Docker,Kubernetes,React,Linux",37,2757.967864771192
11.906327649229878,Advanced,Sousse,Ingénieur Logiciel,"Java,Python,Machine Learning,SQL",35,5298.492990487049
1.4336941149164917,Advanced,Sfax,Ingénieur Logiciel,"Docker,Java",37,3312.747594583514
2.641409874413363,Advanced,Tunis,Analyste Données,"React,Docker,Machine Learning,SQL,Java",31,4217.0035704253005
7.043745737692917,Advanced,Sousse,Data Scientist,"Machine Learning,Kubernetes,Java,Linux",48,5445.7179643213985
1.2990257845869702,Intermediate,Monastir,Chef de Projet,"Python,Machine Learning,React,Kubernetes,Java",45,3679.727998109885
0.40052139275088183,Advanced,Sfax,Technicien Réseau,"Java,Kubernetes,Docker",36,2994.0866124976674
1.7107015194352853,Beginner,Sousse,Data Scientist,"React,Java,Docker,Python,Machine Learning",39,3505.6577586988624
0.8790417925003142,Advanced,Nabeul,Technicien Réseau,"Kubernetes,Java",41,2961.6664053336244
13.274750429403124,Intermediate,Gabes,Ingénieur Logiciel,"Python,Machine Learning,SQL,Docker,Linux",46,4871.350125243849
8.254435402422848,Advanced,Sousse,Analyste Données,"Docker,Machine Learning,React,Python,Linux",36,4933.371662953501
5.017470952602655,Intermediate,Kef,Analyste Données,"Python,Docker",37,3000.6360126048567
10.257598652604065,Intermediate,Remote,Chef de Projet,"SQL,React,Python",36,4261.6156656437615
8.139844703702781,Intermediate,Nabeul,Analyste Données,"Python,SQL",33,4012.950762731838
1.0324773817931954,Advanced,Tunis,Ingénieur Logiciel,"React,Linux,Java,Python",32,3670.188621104037
11.154067026177806,Beginner,Tunis,Chef de Projet,"React,Java",48,5483.101255221515
3.87549950983086,Beginner,Tunis,Data Scientist,"Linux,Python,Machine Learning,React",44,4234.123823361084
8.23674145651783,Beginner,Tunis,Analyste Données,"Python,Docker,React",33,4302.047977102139
11.321213246431157,Beginner,Remote,Chef de Projet,"Linux,Docker",38,4068.159452509278
1.9136535820915923,Advanced,Sousse,Ingénieur Logiciel,"Kubernetes,Java,Docker,React",42,3653.1184202772156
0.5829608006192541,Beginner,Bizerte,Technicien Réseau,"React,Docker",47,2243.2165219497606
1.2934337306969068,Expert,Sousse,Technicien Réseau,"Kubernetes,React,Linux,Java,Docker",45,4761.201110385023
2.785288463743072,Intermediate,Monastir,Ingénieur Logiciel,"Java,Kubernetes",30,2795.8032946035837
8.519148633194725,Beginner,Gabes,Ingénieur Logiciel,"Java,Kubernetes,Python,Machine Learning,React",33,3642.6106627792556
9.856724859399167,Advanced,Sfax,Technicien Réseau,"Java,Linux,React,Python,SQL",47,5570.498264138358
0.03488204590825324,Intermediate,Bizerte,Chef de Projet,"Machine Learning,Java,React,Docker,Python",37,3128.310483967889
3.574380796692779,Intermediate,Bizerte,Technicien Réseau,"Python,Machine Learning,Java",49,3020.7313894037547
2.7013666045933564,Intermediate,Sousse,Ingénieur Logiciel,"Machine Learning,Linux,React",45,3300.7701760008736
1.2558366913791223,Advanced,Bizerte,Analyste Données,"Java,Linux,SQL,Python,Machine Learning",40,3432.605489618599
0.638401957728234,Beginner,Monastir,Data Scientist,"Machine Learning,Docker,Kubernetes,React,Linux",49,3421.016114647032
2.059542899312162,Expert,Sfax,Analyste Données,"Machine Learning,Java,Docker",48,4719.114277545458
14.315605613455748,Expert,Kef,Analyste Données,"React,Docker",48,5608.368618600653
1.951919014407372,Intermediate,Remote,Ingénieur Logiciel,"Java,Kubernetes",47,2317.9096245608407
3.6572640288007596,Beginner,Sousse,Technicien Réseau,"Kubernetes,Python",48,2912.8244495461954
6.070434884404275,Intermediate,Remote,Chef de Projet,"Java,Linux,Python",40,3526.6067837100263
2.259872494834812,Beginner,Kef,Analyste Données,"Machine Learning,Kubernetes,React,Docker",32,2271.092095968612
17.8389906914585,Beginner,Sousse,Technicien Réseau,"Kubernetes,React",37,5441.638871402153
16.41004932270699,Intermediate,Sousse,Chef de Projet,"Docker,Linux",49,6563.34195918744
1.4503064749610264,Intermediate,Sfax,Analyste Données,"Java,Machine Learning,Linux,Kubernetes,React",48,3571.8782792457305
3.438296392319236,Advanced,Remote,Chef de Projet,"Python,Linux,SQL",39,3388.7710130654214
1.7896523003952338,Advanced,Tunis,Technicien Réseau,"Kubernetes,Python,Docker,Java",45,3808.1866842723857
1.6762483819054086,Advanced,Remote,Data Scientist,"Python,Machine Learning",34,3058.9194191474076
0.18792238882761267,Intermediate,Gabes,Technicien Réseau,"SQL,Docker,Java,Python,React",49,2720.620351801646
4.702460354912966,Intermediate,Gabes,Ingénieur Logiciel,"Kubernetes,Machine Learning",38,2873.8445176573755
3.4925981641481925,Intermediate,Sousse,Chef de Projet,"Kubernetes,Python,Java",37,3973.545869205447
0.2642554369019624,Expert,Tunis,Data Scientist,"Kubernetes,SQL,Java,Machine Learning",40,4860.536650625676
1.6331296050518467,Beginner,Nabeul,Chef de Projet,"SQL,Java,Python",45,3395.2971652893248
11.944304755446701,Advanced,Kef,Chef de Projet,"Kubernetes,Python",36,5180.191582430045
1.3693027607103851,Intermediate,Monastir,Analyste Données,"Java,React,Kubernetes,Python",44,3117.6352975014465
0.7826543049273488,Intermediate,Tunis,Ingénieur Logiciel,"Java,SQL,Docker,Kubernetes,Machine Learning",49,3747.7878929098842
3.3613605473681814,Advanced,Monastir,Chef de Projet,"Python,React,Machine Learning,SQL,Docker",46,4587.478451026699
21.2201849130763,Intermediate,Remote,Technicien Réseau,"Python,Linux",35,4850.607047753294
1.3857240677986309,Advanced,Remote,Technicien Réseau,"Java,SQL,Machine Learning",44,2804.8543828792504
5.575775051486467,Advanced,Monastir,Analyste Données,"Linux,React,Machine Learning,Kubernetes",37,3901.134053649413
7.169438131197314,Intermediate,Kef,Ingénieur Logiciel,"Python,Docker,React,Java",36,3635.841089927556
1.356665861679029,Intermediate,Tunis,Ingénieur Logiciel,"Docker,Java,Machine Learning,Kubernetes,SQL",31,3459.779734811238
6.513744642461581,Intermediate,Nabeul,Technicien Réseau,"Linux,Python",42,3789.977584072385
2.29261399632152,Advanced,Sousse,Data Scientist,"React,Java",35,3605.6486515979022
5.002518738658857,Beginner,Sfax,Analyste Données,"Java,Docker",34,3011.1447044893503
5.019189135688191,Intermediate,Remote,Analyste Données,"Kubernetes,Docker,Java",49,3133.0720120803016
3.836926249761744,Intermediate,Gabes,Technicien Réseau,"Linux,React,Docker,Python,Machine Learning",30,2886.589179241606
0.47314579405810475,Advanced,Kef,Technicien Réseau,"SQL,Machine Learning,Docker,React",47,2901.371401046328
9.018223971231485,Beginner,Sfax,Data Scientist,"Linux,React,SQL",44,4854.077601873439
1.9340514683369832,Advanced,Nabeul,Data Scientist,"Kubernetes,Machine Learning,Docker,Java,React",39,4224.832824060385
1.0321605330377828,Advanced,Bizerte,Ingénieur Logiciel,"Docker,Python,SQL,Java",32,3171.6708962419793
0.208148798971726,Beginner,Sousse,Analyste Données,"Kubernetes,Docker,Java",34,2281.8443169972097
4.468892022972917,Beginner,Remote,Analyste Données,"Kubernetes,Python,Docker,Java,SQL",42,3026.6942786281074
5.659258671336744,Expert,Sousse,Technicien Réseau,"SQL,Kubernetes,Java,Python,Docker",37,4853.688893835448
0.0836347377923531,Beginner,Sfax,Ingénieur Logiciel,"Python,Kubernetes,Linux",31,2470.1733265397243
3.588152922747442,Advanced,Sousse,Analyste Données,"SQL,Kubernetes,Docker,Python,Java",38,4124.362748033358
1.2841207352747883,Intermediate,Bizerte,Ingénieur Logiciel,"Machine Learning,Kubernetes,Python,React,SQL",46,2940.0917023583343
5.18062170773846,Beginner,Sfax,Ingénieur Logiciel,"Linux,Machine Learning,Kubernetes",47,3629.095739358013
0.9580211126956688,Advanced,Remote,Technicien Réseau,"React,Python,Machine Learning",42,2463.652444391856
5.8710626378385955,Intermediate,Tunis,Ingénieur Logiciel,"Machine Learning,Java,Kubernetes,SQL,Docker",30,4414.889542950976
2.4447935049055087,Intermediate,Gabes,Data Scientist,"Machine Learning,Linux",41,3032.8477102035945
13.801719089021535,Intermediate,Sfax,Data Scientist,"Docker,Python",49,6225.86921078063
0.7397220671963947,Intermediate,Bizerte,Chef de Projet,"Linux,SQL",49,3255.9067354994363
2.085662169975859,Beginner,Sfax,Technicien Réseau,"React,Machine Learning,Java",34,2703.3381698498542
0.6022214251849821,Intermediate,Sfax,Chef de Projet,"Python,Java,SQL,React",37,3923.336351234245
12.930951985753618,Expert,Remote,Data Scientist,"React,Python",44,5531.133701247686
10.491668535804969,Intermediate,Sfax,Chef de Projet,"Linux,Kubernetes",32,5182.18766092941
1.4916368503074446,Intermediate,Gabes,Technicien Réseau,"Linux,Machine Learning,Kubernetes,SQL",35,2404.2370105215996
5.393813695219572,Intermediate,Sousse,Technicien Réseau,"Machine Learning,Kubernetes,Java,Python,SQL",42,3881.659263603769
8.497420363196106,Advanced,Remote,Ingénieur Logiciel,"SQL,Linux,Machine Learning,Python",41,4073.2337341565903
4.05066180343254,Beginner,Gabes,Analyste Données,"Python,Machine Learning",48,2602.259862791673
3.77139705096973,Expert,Remote,Ingénieur Logiciel,"Machine Learning,Kubernetes,Docker,Python",47,4137.42630300099
1.3843852271895156,Intermediate,Gabes,Technicien Réseau,"React,Docker,Python,Java",30,2405.1626752515363
0.48863070237470363,Beginner,Bizerte,Data Scientist,"React,Linux,Python,Machine Learning",36,2604.618008669259
11.375616125972615,Beginner,Gabes,Data Scientist,"Kubernetes,Java,SQL,Machine Learning,Python",41,4608.900093007246
11.533872138242135,Beginner,Monastir,Ingénieur Logiciel,"Machine Learning,Kubernetes,SQL,Java,Linux",39,4645.818217566889
5.0133495974144235,Intermediate,Gabes,Technicien Réseau,"Kubernetes,Docker,Machine Learning",41,2921.851837738528
2.0702325490566196,Intermediate,Tunis,Data Scientist,"SQL,Linux,Docker,Machine Learning,Kubernetes",40,4264.639774726968
2.1478380790582197,Advanced,Tunis,Technicien Réseau,"Machine Learning,Python,Kubernetes,SQL,Java",33,3812.071648711392
6.472327148635591,Intermediate,Kef,Data Scientist,"SQL,Java",48,3777.2105620555544
11.370486745536262,Beginner,Monastir,Technicien Réseau,"Python,Kubernetes,Docker",35,3999.4578361154254
10.905662846983066,Intermediate,Monastir,Chef de Projet,"Docker,Python,Kubernetes",38,4913.117324682912
7.5678109596545164,Advanced,Sousse,Technicien Réseau,"Python,Machine Learning",49,4368.100464848363
5.1365534678385245,Beginner,Monastir,Technicien Réseau,"Linux,Docker,SQL",39,2948.1473751957437
0.43945863098042026,Beginner,Sousse,Ingénieur Logiciel,"Python,Machine Learning,Linux,Kubernetes",34,2650.75993401342
0.8814710734170574,Beginner,Kef,Chef de Projet,"Machine Learning,Docker,Java,SQL",42,3062.27546457554
11.441152500887528,Advanced,Kef,Analyste Données,"Python,Kubernetes,Java",38,4386.926120832245
4.662469734827948,Intermediate,Bizerte,Ingénieur Logiciel,"Linux,Docker,SQL,Java",31,3143.965317054429
0.04619802805497204,Intermediate,Tunis,Analyste Données,"Python,Machine Learning,Java,Docker,Linux",47,3302.9596012876787
0.5349845071797467,Advanced,Gabes,Data Scientist,"Java,Docker,Python",30,2906.227834801647
5.4458119364512045,Advanced,Gabes,Analyste Données,"SQL,Machine Learning,Docker,React",41,3646.6772123684614
0.025372185258985012,Intermediate,Nabeul,Technicien Réseau,"Python,Linux,Java,Machine Learning",39,2681.7860012131678
0.8765790805209952,Advanced,Remote,Analyste Données,"React,Java,Docker",31,2626.925389570948
3.9784892306946587,Beginner,Bizerte,Ingénieur Logiciel,"Docker,Python,Linux,React",38,3006.021929260518
5.8865764332740635,Beginner,Nabeul,Ingénieur Logiciel,"Java,Machine Learning,Kubernetes,Linux,SQL",31,3804.3790683355323
5.277207410676244,Intermediate,Nabeul,Analyste Données,"Docker,Machine Learning,SQL,React,Java",43,4239.246341546439
1.2697493365401225,Beginner,Sfax,Ingénieur Logiciel,"SQL,Python,Machine Learning,Kubernetes",40,3017.8849331091715
6.227086444492694,Intermediate,Sfax,Ingénieur Logiciel,"React,SQL,Machine Learning,Kubernetes",40,4323.119194780483
1.3541187952640297,Advanced,Nabeul,Analyste Données,"React,Python",46,3610.8136203175804
1.9681745445904222,Beginner,Monastir,Chef de Projet,"Kubernetes,Linux,SQL,Docker,Machine Learning",33,3400.714267753265
6.861787758328953,Beginner,Remote,Chef de Projet,"Python,Machine Learning",42,3393.1797291247076
5.24386907151384,Intermediate,Bizerte,Data Scientist,"Python,Docker,SQL",36,3687.6533308864814
9.459780387317005,Advanced,Nabeul,Ingénieur Logiciel,"SQL,Java,Machine Learning,Kubernetes,Python",45,5565.809209507334
5.359066440848812,Intermediate,Gabes,Analyste Données,"React,Java,Machine Learning,Linux,Kubernetes",30,3353.5831480083552
4.200221527936287,Intermediate,Remote,Ingénieur Logiciel,"Python,Linux,Kubernetes,SQL,React",42,3291.702306002905
0.49178530724205244,Beginner,Sfax,Technicien Réseau,"Python,React,Java,Kubernetes",30,2439.879343221016
2.2920815360351003,Beginner,Gabes,Ingénieur Logiciel,"Linux,React,Python,Kubernetes",40,2485.4493198280898
1.5408007392941558,Expert,Sfax,Ingénieur Logiciel,"Java,Docker,Machine Learning,React,Kubernetes",35,4797.263199442284
1.3985010183121063,Expert,Sfax,Chef de Projet,"Linux,Kubernetes,React,SQL",49,5558.976174500887
18.06154703081463,Beginner,Remote,Analyste Données,"Python,Java,Docker,Linux",32,4528.081698589019
2.4969374852001187,Expert,Sfax,Ingénieur Logiciel,"SQL,Java",41,4597.176103726515
11.130276056242614,Intermediate,Kef,Chef de Projet,"React,Linux,Machine Learning,Java,Docker",34,4755.773851042829
4.986671928682416,Advanced,Tunis,Data Scientist,"Linux,Python,SQL",38,4983.1048074852015
7.919126263441999,Intermediate,Kef,Chef de Projet,"Docker,React,Kubernetes",41,4224.9247634977755
3.492176621943852,Intermediate,Tunis,Chef de Projet,"Kubernetes,Machine Learning,Java,Python",39,4589.432187814962
4.300779513207925,Intermediate,Sfax,Chef de Projet,"SQL,Java,Python,Kubernetes",48,4719.959178778261
3.391467166708467,Intermediate,Bizerte,Ingénieur Logiciel,"Python,Machine Learning,Kubernetes",34,2689.2548266432436
1.0860744766261925,Beginner,Bizerte,Ingénieur Logiciel,"Linux,Python,SQL,Machine Learning",34,2285.7023928434037
6.408809015329019,Beginner,Tunis,Data Scientist,"Kubernetes,Machine Learning,Docker,Linux",38,4529.99873509051
1.6478868418313146,Intermediate,Gabes,Technicien Réseau,"Docker,React",49,2660.677197999291
0.12308240540344308,Advanced,Remote,Technicien Réseau,"Machine Learning,Linux,React,Docker",46,2736.727224233654
5.18484393147637,Beginner,Sfax,Technicien Réseau,"Docker,Python,Linux,Java",39,3693.297929276667
0.9746678511241135,Intermediate,Remote,Data Scientist,"SQL,Machine Learning,Linux",30,2569.113332258397
14.105415736366515,Expert,Kef,Technicien Réseau,"Python,SQL",45,5450.4363459861825
15.387812063940116,Beginner,Bizerte,Technicien Réseau,"Java,React,Machine Learning",44,4846.605431530397
12.317549423169208,Intermediate,Monastir,Chef de Projet,"Java,Python,React",46,5489.854967853284
2.3114369824868337,Intermediate,Kef,Ingénieur Logiciel,"Docker,Linux",49,2641.0133153668494
0.07788657685972192,Advanced,Kef,Ingénieur Logiciel,"Python,Linux,Java",42,2830.352419551631
13.177617286659448,Beginner,Tunis,Chef de Projet,"Machine Learning,SQL,Python",30,5934.422678603821
2.7946913852653066,Intermediate,Sousse,Chef de Projet,"Machine Learning,Kubernetes",37,3584.5267589881555
17.00421008061028,Advanced,Kef,Chef de Projet,"Docker,Python,Linux,React",34,6068.9708861859535
16.568677380651028,Advanced,Sfax,Ingénieur Logiciel,"Machine Learning,SQL,Java,Linux",35,6595.03273808948
9.586935085897094,Intermediate,Nabeul,Technicien Réseau,"Java,React,Machine Learning,Python",49,4929.693553926897
1.7438803408608015,Intermediate,Nabeul,Chef de Projet,"Linux,Java",43,3832.5278114615994
2.431459660493468,Intermediate,Sfax,Data Scientist,"React,Python,Java,SQL,Machine Learning",40,4082.3002948452954
9.523633262390398,Advanced,Sousse,Chef de Projet,"Java,Python",35,5280.391631150579
1.9057311571535853,Intermediate,Sousse,Analyste Données,"SQL,Linux,Java",40,3020.7247742966215
0.928593081478774,Beginner,Tunis,Chef de Projet,"Linux,Machine Learning,Kubernetes,Python,Java",42,3973.7944177279583
4.068684960301139,Advanced,Bizerte,Ingénieur Logiciel,"Python,Linux,Java,SQL,Kubernetes",41,3752.2873496240036
13.756467354035209,Intermediate,Remote,Chef de Projet,"Docker,Machine Learning,Linux,React,Kubernetes",31,4829.368768397729
5.954127988789686,Intermediate,Sousse,Analyste Données,"Java,Docker,React,Linux",32,3733.9306030333923
4.220561682178277,Beginner,Monastir,Data Scientist,"React,Linux",33,3219.8337068396772
